Format Version,1.24,Take Name,Take 2025-12-05 04.42.50 PM,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-12-05 04.42.51.191 PM,Capture Start Frame,1038231,Total Frames in Take,3273,Total Exported Frames,3273,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

Frame,Time (seconds),R.x,R.y,R.z,R.w,P.x,P.y,P.z
267,2.670000,-0.004553,0.003042,-0.971169,-0.238329,-397.215363,1510.448120,110.695282
268,2.680000,-0.004536,0.002115,-0.968368,-0.249475,-396.794678,1511.419434,110.751633
269,2.690000,-0.003199,0.003333,-0.965489,-0.260403,-396.479401,1512.404785,110.740318
270,2.700000,-0.002717,0.003295,-0.962222,-0.272234,-396.058075,1513.532227,110.685783
271,2.710000,-0.003414,0.004434,-0.959032,-0.283242,-395.503448,1514.569336,110.737808
272,2.720000,-0.003978,0.004480,-0.955776,-0.294035,-394.837738,1515.629517,110.658569
273,2.730000,-0.004858,0.004841,-0.952425,-0.304697,-394.096710,1516.612305,110.648575
274,2.740000,-0.005793,0.005454,-0.949197,-0.314582,-393.248749,1517.528320,110.716789
275,2.750000,-0.006840,0.005442,-0.945765,-0.324733,-392.317932,1518.497437,110.755089
276,2.760000,-0.007678,0.005458,-0.942227,-0.334842,-391.340851,1519.445190,110.812927
277,2.770000,-0.008228,0.006149,-0.938556,-0.344974,-390.434753,1520.391968,110.830040
278,2.780000,-0.008420,0.006421,-0.934236,-0.356498,-389.636902,1521.392212,110.706367
279,2.790000,-0.007992,0.007304,-0.930337,-0.366547,-389.034821,1522.369995,110.576035
280,2.800000,-0.007952,0.007859,-0.926501,-0.376125,-388.453888,1523.353149,110.565453
281,2.810000,-0.008721,0.008354,-0.922902,-0.384846,-387.782074,1524.145630,110.616463
282,2.820000,-0.009083,0.008240,-0.919120,-0.393786,-387.086426,1525.160645,110.596291
283,2.830000,-0.009340,0.009120,-0.914213,-0.405024,-386.406525,1526.154053,110.501640
284,2.840000,-0.007787,0.009158,-0.908249,-0.418257,-385.591461,1526.866821,110.533249
285,2.850000,-0.007490,0.007998,-0.901955,-0.431692,-384.658478,1527.639771,110.403069
286,2.860000,-0.006943,0.008534,-0.896145,-0.443626,-383.765656,1528.329468,110.374474
287,2.870000,-0.004075,0.007873,-0.890165,-0.455553,-382.656006,1528.741455,110.306145
288,2.880000,-0.002418,0.007667,-0.884296,-0.466857,-381.835754,1529.246826,110.454597
289,2.890000,0.000602,0.004637,-0.876373,-0.481610,-381.112000,1529.486450,110.674591
290,2.900000,0.001589,0.004069,-0.868795,-0.495153,-380.299408,1529.870483,110.601692
291,2.910000,0.000835,0.005387,-0.864310,-0.502931,-379.245575,1530.497314,110.573257
292,2.920000,0.000904,0.005435,-0.859667,-0.510825,-378.076721,1531.216797,110.542076
293,2.930000,0.000383,0.005398,-0.854041,-0.520178,-376.916901,1531.842896,110.450638
294,2.940000,-0.001028,0.006889,-0.848499,-0.529151,-375.775879,1532.424683,110.475319
295,2.950000,-0.002214,0.007701,-0.842198,-0.539108,-374.677338,1532.896240,110.509064
296,2.960000,-0.002912,0.009179,-0.837588,-0.546217,-373.733734,1533.349365,110.719704
297,2.970000,-0.002800,0.008957,-0.831274,-0.555783,-372.725037,1533.826294,110.624146
298,2.980000,-0.005869,0.008667,-0.824743,-0.565411,-371.980042,1534.593506,110.810349
299,2.990000,-0.002609,0.007575,-0.818172,-0.574917,-370.619812,1534.739502,110.623367
300,3.000000,-0.004670,0.007911,-0.810786,-0.585270,-369.721283,1535.408447,110.669609
301,3.010000,-0.006109,0.008283,-0.804097,-0.594409,-368.744843,1535.943115,110.739914
302,3.020000,-0.005116,0.008481,-0.797049,-0.603833,-367.592010,1536.230957,110.662819
303,3.030000,-0.005996,0.009162,-0.790495,-0.612371,-366.622620,1536.449097,110.788643
304,3.040000,-0.006287,0.007437,-0.783196,-0.621698,-365.587860,1536.670044,110.796555
305,3.050000,-0.005512,0.006095,-0.775282,-0.631562,-364.375153,1536.849365,110.647827
306,3.060000,-0.005839,0.006025,-0.766933,-0.641672,-363.200714,1537.048584,110.665092
307,3.070000,-0.005506,0.007598,-0.759473,-0.650472,-362.110016,1537.256592,110.731430
308,3.080000,-0.005678,0.008055,-0.752227,-0.658831,-360.928375,1537.393555,110.720367
309,3.090000,-0.004709,0.009423,-0.745359,-0.666580,-359.747589,1537.423828,110.708527
310,3.100000,-0.005077,0.009516,-0.738227,-0.674466,-358.670563,1537.510620,110.883492
311,3.110000,-0.005382,0.009095,-0.730827,-0.682481,-357.542023,1537.526978,111.095291
312,3.120000,-0.004338,0.009387,-0.723015,-0.690755,-356.466400,1537.640625,111.142830
313,3.130000,-0.003717,0.008960,-0.714612,-0.699454,-355.223846,1537.678223,111.022728
314,3.140000,-0.003363,0.009575,-0.706401,-0.707739,-354.151489,1537.685059,111.030937
315,3.150000,-0.002745,0.009435,-0.697289,-0.716723,-352.911163,1537.679565,110.963661
316,3.160000,-0.002967,0.009342,-0.688904,-0.724786,-351.749390,1537.643555,110.883247
317,3.170000,-0.004064,0.009901,-0.681505,-0.731735,-350.603851,1537.520142,111.022415
318,3.180000,-0.004134,0.010053,-0.673770,-0.738861,-349.575989,1537.366821,111.147812
319,3.190000,-0.003875,0.010134,-0.664783,-0.746958,-348.329620,1537.232422,111.170975
320,3.200000,-0.005345,0.009752,-0.655384,-0.755214,-347.107483,1537.014160,111.168732
321,3.210000,-0.005625,0.009165,-0.645871,-0.763371,-345.901031,1536.806885,111.066093
322,3.220000,-0.005851,0.009589,-0.636686,-0.771042,-344.817444,1536.667480,111.078316
323,3.230000,-0.006714,0.009354,-0.627971,-0.778152,-343.706207,1536.460938,111.065331
324,3.240000,-0.008426,0.008777,-0.619868,-0.784612,-342.609222,1536.318970,111.135521
325,3.250000,-0.008308,0.009730,-0.610641,-0.791804,-341.479919,1536.048096,111.212074
326,3.260000,-0.008462,0.009220,-0.601145,-0.799042,-340.208008,1535.739014,111.320213
327,3.270000,-0.008767,0.010044,-0.591440,-0.806239,-339.147766,1535.276489,111.327248
328,3.280000,-0.009467,0.010365,-0.581130,-0.813690,-337.859314,1534.782471,111.293938
329,3.290000,-0.009528,0.010874,-0.572169,-0.820009,-336.894104,1534.439087,111.330589
330,3.300000,-0.009253,0.010188,-0.563092,-0.826280,-335.862823,1534.167358,111.221970
331,3.310000,-0.007229,0.014260,-0.554843,-0.831801,-334.887085,1534.025269,111.452271
332,3.320000,-0.006102,0.013024,-0.545446,-0.838023,-333.763702,1533.795776,111.359436
333,3.330000,-0.008958,0.010562,-0.536642,-0.843696,-332.651611,1533.561768,111.402962
334,3.340000,-0.009661,0.010006,-0.526665,-0.849959,-331.570831,1533.234253,111.355782
335,3.350000,-0.009687,0.011219,-0.517139,-0.855773,-330.577881,1532.849976,111.375908
336,3.360000,-0.009201,0.013147,-0.508009,-0.861202,-329.625732,1532.398682,111.459824
337,3.370000,-0.012485,0.011564,-0.497253,-0.867438,-328.465729,1531.821045,111.465866
338,3.380000,-0.008812,0.013197,-0.488178,-0.872600,-327.522766,1531.268066,111.329514
339,3.390000,-0.009922,0.012661,-0.479144,-0.877589,-326.574646,1530.696167,111.328606
340,3.400000,-0.011498,0.011110,-0.470305,-0.882359,-325.653900,1530.117188,111.368568
341,3.410000,-0.011305,0.011916,-0.459437,-0.888059,-324.586334,1529.385498,111.437675
342,3.420000,-0.013144,0.011819,-0.448336,-0.893691,-323.487579,1528.668701,111.429268
343,3.430000,-0.012400,0.011464,-0.437270,-0.899172,-322.453094,1527.963745,111.332993
344,3.440000,-0.010384,0.004599,-0.420378,-0.907278,-320.762238,1526.592041,110.688087
345,3.450000,-0.009754,0.003771,-0.409065,-0.912445,-319.864502,1525.830444,110.606522
346,3.460000,-0.012977,0.003490,-0.399024,-0.916842,-318.955139,1525.124023,110.704170
347,3.470000,-0.007014,0.005697,-0.389289,-0.921071,-318.057098,1524.630249,110.710571
348,3.480000,-0.011647,0.004695,-0.379722,-0.925016,-317.242279,1524.008423,110.818497
349,3.490000,-0.010092,0.004776,-0.368354,-0.929619,-316.343994,1523.311768,110.707344
350,3.500000,-0.011054,0.004825,-0.358031,-0.933632,-315.553253,1522.552368,110.724388
351,3.510000,-0.011578,0.006841,-0.346941,-0.937791,-314.738190,1521.618408,110.890182
352,3.520000,-0.008138,0.006881,-0.336289,-0.941699,-313.962860,1520.894531,110.798805
353,3.530000,-0.007233,0.007296,-0.326089,-0.945283,-313.355133,1519.984131,110.757355
354,3.540000,-0.009951,0.006762,-0.316715,-0.948444,-312.820129,1519.077148,110.810631
355,3.550000,-0.008847,0.008065,-0.305981,-0.951962,-312.172089,1518.119019,110.937134
356,3.560000,-0.008011,0.008576,-0.295880,-0.955153,-311.605927,1517.159180,110.878181
357,3.570000,-0.005178,0.008224,-0.284145,-0.958732,-310.884460,1516.216675,110.810104
358,3.580000,-0.005928,0.009753,-0.272206,-0.962171,-310.252319,1515.149414,110.943054
359,3.590000,-0.006268,0.008983,-0.260971,-0.965285,-309.569214,1514.155029,110.873657
360,3.600000,-0.006708,0.007991,-0.251066,-0.967914,-308.967377,1513.239136,110.763710
361,3.610000,-0.005362,0.009343,-0.239673,-0.970794,-308.446716,1512.224854,110.944084
362,3.620000,-0.003883,0.010146,-0.228886,-0.973393,-307.974335,1511.251709,111.081230
363,3.630000,-0.003616,0.009042,-0.217174,-0.976084,-307.461487,1510.248291,110.857956
364,3.640000,-0.004022,0.009266,-0.205209,-0.978666,-306.918976,1509.121948,110.940369
365,3.650000,-0.003998,0.008919,-0.194999,-0.980755,-306.457489,1508.122925,110.890686
366,3.660000,-0.002600,0.009443,-0.182835,-0.983095,-306.011200,1507.014038,110.852417
367,3.670000,-0.002169,0.009067,-0.172299,-0.985001,-305.563232,1506.036621,110.872589
368,3.680000,-0.005047,0.009495,-0.162987,-0.986570,-305.280792,1505.038452,110.993248
369,3.690000,-0.004740,0.010041,-0.152778,-0.988198,-304.999329,1504.057373,111.070572
370,3.700000,-0.005398,0.008879,-0.143676,-0.989570,-304.682648,1503.175171,110.980972
371,3.710000,-0.009307,0.007481,-0.135981,-0.990640,-304.406403,1502.319580,110.836952
372,3.720000,-0.011440,0.005927,-0.126808,-0.991844,-304.051453,1501.326050,110.721985
373,3.730000,-0.014167,0.006962,-0.116715,-0.993040,-303.864929,1500.186646,110.810753
374,3.740000,-0.017411,0.008124,-0.109412,-0.993811,-303.799377,1499.200195,110.976654
375,3.750000,-0.021061,0.007909,-0.099830,-0.994750,-303.624359,1498.177979,111.079826
376,3.760000,-0.024719,0.006749,-0.089031,-0.995699,-303.567963,1497.158691,110.988350
377,3.770000,-0.026275,0.009396,-0.081755,-0.996262,-303.687164,1496.275269,111.239883
378,3.780000,-0.005802,0.005947,-0.051914,-0.998617,-303.071045,1494.218872,110.697006
379,3.790000,-0.000240,0.006054,-0.036776,-0.999305,-302.981659,1493.077148,110.661240
380,3.800000,0.011052,0.002857,-0.019293,-0.999749,-302.687988,1491.585693,110.378372
381,3.810000,0.009656,0.003780,-0.006453,-0.999925,-302.851257,1490.255127,110.515114
382,3.820000,0.013044,0.003746,0.008638,-0.999871,-302.946411,1488.838501,110.693794
383,3.830000,0.013447,0.003560,0.024377,-0.999606,-303.087646,1487.527344,110.781036
384,3.840000,0.006734,0.004310,0.033761,-0.999398,-303.317047,1486.359863,110.776726
385,3.850000,0.006015,0.005271,0.043138,-0.999037,-303.424622,1485.267822,110.934456
386,3.860000,0.008961,0.002533,0.057449,-0.998305,-303.193634,1483.990234,110.593040
387,3.870000,0.003286,0.005520,0.064305,-0.997910,-303.504150,1482.921143,110.778648
388,3.880000,0.006269,0.004208,0.076415,-0.997047,-303.592804,1481.658081,110.723900
389,3.890000,0.004650,0.004126,0.086762,-0.996210,-303.772156,1480.451538,110.785683
390,3.900000,0.003991,0.004165,0.096648,-0.995302,-303.922485,1479.402466,110.882431
391,3.910000,0.003352,0.004584,0.108237,-0.994109,-304.056427,1478.246948,110.886330
392,3.920000,0.002489,0.005138,0.120170,-0.992737,-304.244904,1477.134521,110.973045
393,3.930000,0.002936,0.005166,0.131956,-0.991238,-304.455780,1476.094116,110.982239
394,3.940000,0.004054,0.004074,0.145045,-0.989408,-304.741516,1474.739990,110.795685
395,3.950000,0.002801,0.005345,0.155503,-0.987817,-305.209564,1473.664673,110.901672
396,3.960000,-0.000690,0.006995,0.164444,-0.986361,-305.633026,1472.583008,111.082458
397,3.970000,-0.000201,0.006803,0.175651,-0.984429,-305.927338,1471.564819,111.170288
398,3.980000,-0.000603,0.006779,0.187176,-0.982303,-306.130524,1470.439819,111.120361
399,3.990000,0.000384,0.006857,0.199156,-0.979944,-306.348236,1469.443604,111.032104
400,4.000000,-0.000129,0.006672,0.210022,-0.977674,-306.530334,1468.408936,110.980980
401,4.010000,0.000887,0.006704,0.220948,-0.975262,-306.783112,1467.498779,110.896400
402,4.020000,0.000616,0.007345,0.232076,-0.972670,-307.237732,1466.467163,110.865562
403,4.030000,0.001075,0.007477,0.242597,-0.970098,-307.784058,1465.431274,110.918159
404,4.040000,0.001397,0.006108,0.253541,-0.967304,-308.232849,1464.347656,110.861755
405,4.050000,0.002004,0.005449,0.264675,-0.964320,-308.725708,1463.272705,110.726608
406,4.060000,0.001529,0.007152,0.275971,-0.961138,-309.414001,1462.170410,110.773277
407,4.070000,0.000877,0.007835,0.287037,-0.957887,-310.102325,1461.120239,110.864494
408,4.080000,0.001571,0.007914,0.298528,-0.954367,-310.817688,1460.108276,110.822998
409,4.090000,0.001978,0.007672,0.309714,-0.950797,-311.484924,1459.071777,110.661980
410,4.100000,0.002872,0.007166,0.320438,-0.947238,-312.175201,1458.092407,110.607162
411,4.110000,0.002190,0.007533,0.330714,-0.943699,-312.814178,1457.150269,110.702911
412,4.120000,0.002340,0.006870,0.341379,-0.939898,-313.361115,1456.251465,110.657455
413,4.130000,0.004778,0.005262,0.352039,-0.935959,-313.817749,1455.399902,110.580109
414,4.140000,0.003789,0.005868,0.362361,-0.932012,-314.299255,1454.557251,110.637444
415,4.150000,0.004480,0.005798,0.373340,-0.927666,-315.025238,1453.652466,110.540199
416,4.160000,0.003571,0.007344,0.384174,-0.923225,-315.907990,1452.726318,110.542854
417,4.170000,0.004382,0.006086,0.394354,-0.918928,-316.902069,1451.857422,110.443649
418,4.180000,0.004179,0.006169,0.404021,-0.914719,-317.888245,1451.038696,110.466057
419,4.190000,0.003983,0.008015,0.415157,-0.909706,-318.864929,1450.119629,110.582649
420,4.200000,0.004448,0.007413,0.425510,-0.904912,-319.794556,1449.468628,110.619164
421,4.210000,0.005139,0.006392,0.436196,-0.899814,-320.706055,1448.740234,110.731529
422,4.220000,0.004889,0.006552,0.447270,-0.894362,-321.534973,1447.930908,110.757385
423,4.230000,0.004235,0.006242,0.458741,-0.888538,-322.602112,1447.095947,110.739799
424,4.240000,0.004472,0.005880,0.469919,-0.882679,-323.610687,1446.280762,110.739838
425,4.250000,0.004023,0.004959,0.480397,-0.877028,-324.658600,1445.481201,110.636780
426,4.260000,0.004396,0.003196,0.491342,-0.870950,-325.600098,1444.883911,110.518463
427,4.270000,0.004886,0.003346,0.501492,-0.865142,-326.545563,1444.320435,110.597534
428,4.280000,0.005515,0.003091,0.511005,-0.859555,-327.423859,1443.814697,110.684341
429,4.290000,0.006057,0.002711,0.520721,-0.853701,-328.348877,1443.375610,110.664612
430,4.300000,0.005660,0.002771,0.530118,-0.847900,-329.446198,1442.849609,110.615341
431,4.310000,0.005407,0.002899,0.539358,-0.842055,-330.423462,1442.427490,110.630333
432,4.320000,0.004779,0.002592,0.548476,-0.836149,-331.402557,1441.977051,110.577568
433,4.330000,0.005146,0.002000,0.557546,-0.830128,-332.363983,1441.518921,110.557487
434,4.340000,0.004981,0.002272,0.567423,-0.823408,-333.387543,1441.135254,110.510918
435,4.350000,0.006193,0.002354,0.577330,-0.816484,-334.455597,1440.740356,110.545021
436,4.360000,0.005818,0.002699,0.586558,-0.809882,-335.457764,1440.440674,110.572975
437,4.370000,0.006594,0.004160,0.595539,-0.803289,-336.614899,1440.067017,110.545174
438,4.380000,0.006691,0.005815,0.605403,-0.795870,-337.819519,1439.725952,110.612976
439,4.390000,0.005769,0.005061,0.614709,-0.788717,-338.915558,1439.338257,110.605537
440,4.400000,0.005483,0.004670,0.623932,-0.781446,-340.106354,1439.073730,110.554703
441,4.410000,0.006260,0.004021,0.633459,-0.773741,-341.180054,1438.798706,110.480888
442,4.420000,0.006558,0.004318,0.643390,-0.765498,-342.349854,1438.616455,110.469788
443,4.430000,0.007511,0.003960,0.651582,-0.758531,-343.380524,1438.503296,110.550919
444,4.440000,0.008035,0.004314,0.659557,-0.751599,-344.552551,1438.421509,110.574188
445,4.450000,0.007772,0.004707,0.667317,-0.744719,-345.724976,1438.435425,110.595955
446,4.460000,0.007976,0.004096,0.675313,-0.737477,-346.924927,1438.448608,110.662895
447,4.470000,0.008426,0.003107,0.682950,-0.730410,-348.040985,1438.405151,110.633545
448,4.480000,0.009090,0.001495,0.690726,-0.723058,-349.103760,1438.383545,110.559540
449,4.490000,0.009520,0.000632,0.698495,-0.715551,-350.186157,1438.339233,110.496353
450,4.500000,0.010254,-0.000603,0.705843,-0.708294,-351.208618,1438.295410,110.453789
451,4.510000,0.010839,-0.001400,0.713326,-0.700747,-352.305206,1438.326538,110.474998
452,4.520000,0.010321,-0.001196,0.721687,-0.692141,-353.591980,1438.391357,110.561508
453,4.530000,0.009445,-0.001267,0.729916,-0.683470,-354.968384,1438.514404,110.562302
454,4.540000,0.009541,-0.001692,0.737091,-0.675724,-356.093048,1438.697754,110.549187
455,4.550000,0.009454,-0.002381,0.744693,-0.667336,-357.317505,1438.785767,110.489838
456,4.560000,0.005823,0.008036,0.759103,-0.650895,-358.909668,1438.306763,110.830566
457,4.570000,0.005218,0.009839,0.769439,-0.638623,-360.314667,1438.020264,110.913689
458,4.580000,0.006007,0.006257,0.775884,-0.630816,-361.487366,1438.130493,110.814827
459,4.590000,0.005674,0.008137,0.783628,-0.621151,-362.791046,1438.281860,110.879585
460,4.600000,0.006105,0.006856,0.790287,-0.612668,-363.974640,1438.569824,110.827141
461,4.610000,0.006611,0.007727,0.797889,-0.602719,-365.229767,1438.881470,110.927422
462,4.620000,0.006519,0.006729,0.803916,-0.594669,-366.300232,1439.197998,110.824684
463,4.630000,0.007499,0.006196,0.810298,-0.585938,-367.369232,1439.579834,110.889420
464,4.640000,0.007472,0.004796,0.815863,-0.578176,-368.212769,1439.893555,110.803581
465,4.650000,0.006688,0.005980,0.822779,-0.568290,-369.252075,1440.175293,110.742035
466,4.660000,0.007218,0.004209,0.828639,-0.559721,-370.246338,1440.520386,110.701790
467,4.670000,0.007348,0.004390,0.835018,-0.550156,-371.395935,1440.768188,110.784714
468,4.680000,0.007987,0.003603,0.841351,-0.540419,-372.573242,1441.149292,110.799950
469,4.690000,0.009228,0.002898,0.847428,-0.530823,-373.669983,1441.642578,110.835320
470,4.700000,0.009829,0.002251,0.853099,-0.521651,-374.817200,1442.094727,110.906052
471,4.710000,0.009571,0.002026,0.858889,-0.512069,-375.932983,1442.662231,110.899971
472,4.720000,0.010475,0.001595,0.864973,-0.501707,-377.036530,1443.275513,110.853020
473,4.730000,0.011483,0.001432,0.870983,-0.491177,-378.085266,1443.835449,110.928223
474,4.740000,0.012775,0.001008,0.876801,-0.480683,-379.094879,1444.391113,111.000198
475,4.750000,0.012925,0.000373,0.882563,-0.470016,-380.110779,1444.879517,110.878113
476,4.760000,0.013254,0.000146,0.888658,-0.458379,-381.233063,1445.448242,110.852936
477,4.770000,0.012305,-0.000412,0.893907,-0.448083,-382.284424,1445.978149,110.756340
478,4.780000,0.012564,-0.001528,0.899040,-0.437683,-383.212402,1446.524658,110.688210
479,4.790000,0.013867,-0.001487,0.903896,-0.427524,-384.108734,1446.983032,110.802612
480,4.800000,0.015123,-0.000542,0.908817,-0.416920,-384.776825,1447.610474,110.965111
481,4.810000,0.015646,-0.000988,0.913801,-0.405859,-385.487488,1448.220337,110.912148
482,4.820000,0.016433,-0.001780,0.918488,-0.395103,-386.352356,1449.025391,110.972122
483,4.830000,0.016030,-0.003366,0.922807,-0.384915,-387.196533,1450.031250,110.848572
484,4.840000,0.015484,-0.004608,0.928449,-0.371108,-388.209137,1450.895874,110.728798
485,4.850000,0.016091,-0.005268,0.932724,-0.360193,-389.031677,1451.660889,110.770279
486,4.860000,0.015323,-0.006594,0.936618,-0.349955,-389.859802,1452.460449,110.681000
487,4.870000,0.014776,-0.004416,0.940375,-0.339789,-390.502045,1453.185669,110.828621
488,4.880000,0.014584,-0.005365,0.943620,-0.330666,-391.149963,1453.887939,110.913643
489,4.890000,0.014934,-0.007397,0.947010,-0.320770,-391.933746,1454.621704,110.942986
490,4.900000,0.014223,-0.004707,0.950826,-0.309364,-392.657410,1455.567993,110.923485
491,4.910000,0.012352,-0.006543,0.954162,-0.298966,-393.335388,1456.600952,110.723244
492,4.920000,0.012675,-0.007632,0.957252,-0.288877,-394.009552,1457.461060,110.747215
493,4.930000,0.013203,-0.007030,0.960311,-0.278529,-394.717346,1458.354736,110.785690
494,4.940000,0.012905,-0.004647,0.963439,-0.267578,-395.202576,1459.382690,110.866203
495,4.950000,0.012009,-0.003701,0.966075,-0.257958,-395.625366,1460.338013,110.949020
496,4.960000,0.012429,-0.005762,0.968898,-0.247080,-396.193817,1461.323975,110.949471
497,4.970000,0.012068,-0.006709,0.971799,-0.235408,-396.719696,1462.476807,110.881004
498,4.980000,0.011696,-0.004777,0.974573,-0.223714,-397.251770,1463.547852,110.869019
499,4.990000,0.010835,-0.005245,0.977094,-0.212468,-397.865814,1464.451782,110.716202
500,5.000000,0.011165,-0.005083,0.979295,-0.202066,-398.408661,1465.430298,110.791626
501,5.010000,0.010969,-0.002976,0.981469,-0.191282,-398.894348,1466.408936,110.929756
502,5.020000,0.011312,-0.002350,0.983708,-0.179405,-399.319580,1467.353760,111.005653
503,5.030000,0.011382,-0.003434,0.985546,-0.168991,-399.788391,1468.309692,111.073227
504,5.040000,0.010833,-0.001636,0.987550,-0.156922,-400.254761,1469.362061,111.039398
505,5.050000,0.010717,-0.003335,0.989382,-0.144903,-400.624817,1470.527466,110.914879
506,5.060000,0.010943,-0.002182,0.990996,-0.133426,-401.025177,1471.697510,110.966331
507,5.070000,0.010986,-0.000605,0.992512,-0.121649,-401.420441,1472.868042,110.993744
508,5.080000,0.009949,-0.001450,0.993673,-0.111863,-401.616394,1473.966309,110.896484
509,5.090000,0.011302,0.000180,0.994959,-0.099641,-401.892120,1475.250000,111.181320
510,5.100000,0.010489,-0.001085,0.995931,-0.089495,-401.933289,1476.285034,111.263344
511,5.110000,0.009985,0.000228,0.997098,-0.075473,-402.232941,1477.636475,111.186531
512,5.120000,0.009674,0.003328,0.997996,-0.062453,-402.528046,1478.774048,111.106430
513,5.130000,0.009349,0.004347,0.998666,-0.050586,-402.730164,1479.914551,111.076042
514,5.140000,0.009903,0.005351,0.999202,-0.038336,-403.017517,1481.099121,111.072701
515,5.150000,0.009738,0.005543,0.999546,-0.027978,-403.004547,1482.166504,111.050026
516,5.160000,0.011164,0.007168,0.999805,-0.014624,-403.171814,1483.581665,111.295769
517,5.170000,0.008139,0.003983,0.999941,-0.005983,-403.004333,1484.469849,111.108368
518,5.180000,0.008984,0.004782,0.999925,0.006747,-403.137482,1485.783325,111.193237
519,5.190000,0.009636,0.007493,0.999689,0.021756,-403.098267,1487.118896,111.152771
520,5.200000,0.005668,-0.001912,0.999605,0.027462,-402.758301,1487.946045,110.779854
521,5.210000,0.002900,-0.005374,0.999345,0.035666,-402.471008,1488.758667,110.521019
522,5.220000,0.002405,-0.005909,0.998930,0.045803,-402.440399,1489.852173,110.450096
523,5.230000,0.001529,-0.002915,0.998280,0.058533,-402.398560,1491.000488,110.439415
