Frame,Time (seconds),R.x,R.y,R.z,R.w,P.x,P.y,P.z,omegas.x,omegas.y,omegas.z,omega
162,1.62,-0.004931,-0.00414,-0.715128,0.698964,-13.913256,-570.874329,106.470154,0.1738727070538306,0.1124245535613807,-0.2106548771838912,0.2953751441524206
163,1.63,-0.005038,-0.004281,-0.714982,0.699111,-13.924583,-570.875916,106.463371,0.0054746411981713115,-0.03503680470800085,0.04138406739278011,0.054499453340060865
164,1.64,-0.004784,-0.004379,-0.714877,0.699221,-13.93257,-570.851013,106.448112,0.049729214214937284,0.022606890006312327,0.030094710083528042,0.062367922822587483
165,1.65,-0.004184,-0.004965,-0.714753,0.699347,-13.90734,-570.804199,106.427246,0.16791914044143996,0.003828243665168155,0.03426939191853995,0.17142311512342326
166,1.66,-0.005493,-0.00422,-0.715509,0.69857,-14.036144,-570.879883,106.486794,-0.29098794097374175,-0.08305851487728924,-0.2148904802587448,0.37114770266242075
167,1.67,-0.005773,-0.003944,-0.714811,0.699283,-13.932162,-570.858459,106.482864,-0.07724354437582508,-0.0016724895306602372,0.20009133714017358,0.21448987287868124
168,1.68,-0.004669,-0.004643,-0.714822,0.699275,-13.917444,-570.824829,106.434952,0.254314384068567,0.060076903506307844,-0.004360021373794876,0.2613504353649727
169,1.69,-0.004298,-0.004723,-0.715237,0.698853,-13.955061,-570.871216,106.468391,0.06254393579457306,0.041847057823910655,-0.11879003804180499,0.1406200316141583
170,1.7,-0.005647,-0.004037,-0.714825,0.699269,-13.950794,-570.85376,106.520081,-0.28593423520658834,-0.09704949502069744,0.11895713505238881,0.32454243378458425
171,1.71,-0.00513,-0.004241,-0.714897,0.699199,-13.914623,-570.858948,106.512756,0.10133201458239811,0.04540749758316781,-0.02072483284333293,0.11295811928532108
172,1.72,-0.004702,-0.004579,-0.714964,0.699131,-13.910571,-570.831909,106.484726,0.10805176519235815,0.013940381136296007,-0.01980166342320233,0.11073221781277338
173,1.73,-0.004988,-0.004391,-0.714717,0.699383,-13.885726,-570.812561,106.48407,-0.06640969363194224,-0.014610098635059465,0.0710099040978629,0.09831637132442532
174,1.74,-0.004855,-0.004456,-0.71486,0.699237,-13.89452,-570.83313,106.468994,0.027623652283825274,0.00993392405549973,-0.04105369866179709,0.05046934897986858
175,1.75,-0.005132,-0.004396,-0.71477,0.699327,-13.915684,-570.844543,106.50515,-0.04714843537351049,-0.031219571123118194,0.025758859425639713,0.06213819612920381
176,1.76,-0.005311,-0.004215,-0.714912,0.699181,-13.916839,-570.869263,106.539215,-0.05118529983899698,-0.00025574309212893567,-0.040389030149734495,0.0652017950717107
177,1.77,-0.004804,-0.004654,-0.714767,0.69933,-13.899479,-570.826416,106.516563,0.13394684614810598,0.011075582620406147,0.04068695514122256,0.14042739918573466
178,1.78,-0.00504,-0.004397,-0.71473,0.699369,-13.902045,-570.829773,106.512535,-0.06967549744500762,0.0022093114677791507,0.01121682035954974,0.0706071742838455
179,1.79,-0.004741,-0.004638,-0.714833,0.699264,-13.904244,-570.82782,106.47934,0.07607579390881847,0.009042750434561011,-0.029922184231312432,0.08224740034463933
180,1.8,-0.005276,-0.004203,-0.714892,0.699202,-13.887074,-570.855774,106.504951,-0.13712524556586625,-0.015652731514765456,-0.016206512554195474,0.13896399542522425
181,1.81,-0.005011,-0.004596,-0.715326,0.698758,-14.015475,-570.859131,106.490387,0.09241489853391884,-0.016983272735839397,-0.12481061002656002,0.15622622506818906
182,1.82,-0.005167,-0.004342,-0.714819,0.699277,-13.94841,-570.844116,106.498604,-0.05715362452617762,0.013147682374623111,0.1455028293722016,0.1568772504336409
183,1.83,-0.004792,-0.004493,-0.714856,0.699241,-13.915227,-570.843445,106.482109,0.0739639643769668,0.03250022806852949,-0.010803038360807093,0.08150851789039423
184,1.84,-0.00449,-0.004419,-0.714988,0.699108,-13.894101,-570.863953,106.477547,0.031408209116621455,0.05353307087560353,-0.037675592298158644,0.07260658050275391
185,1.85,-0.004382,-0.004493,-0.714965,0.699132,-13.905502,-570.846924,106.455185,0.025724442097504758,0.005097501085689956,0.00648593869033709,0.0270147892688671
186,1.86,-0.006061,-0.004002,-0.715335,0.698744,-14.0499,-570.870728,106.492638,-0.305650616075876,-0.1714548746766539,-0.10527799098390966,0.36592694427106326
187,1.87,-0.004987,-0.004464,-0.71557,0.698509,-14.019072,-570.889954,106.466354,0.21571418943091245,0.08918677929373792,-0.0678813743524298,0.2430941671587375
188,1.88,-0.005462,-0.004336,-0.715022,0.699068,-13.999282,-570.854797,106.488686,-0.08363009545005297,-0.05014478929014033,0.157108964635988,0.1849100308986229
189,1.89,-0.004603,-0.004695,-0.714992,0.699102,-13.912486,-570.860229,106.462395,0.17150148578169086,0.07264435331743235,0.007919455020666266,0.1864207055615331
190,1.9,-0.005142,-0.004444,-0.714829,0.699266,-13.956914,-570.837646,106.474922,-0.1109517572464521,-0.04197727848790113,0.04697965382688407,0.12759103502605623
191,1.91,-0.004964,-0.004585,-0.714773,0.699324,-13.947297,-570.823303,106.469269,0.04516147215724315,0.005722571802807205,0.01582058646649731,0.04819333306165543
192,1.92,-0.004679,-0.004529,-0.715004,0.69909,-13.885375,-570.860535,106.460571,0.03141186639344113,0.04858924580553557,-0.06596588960613436,0.08774462234119455
193,1.93,-0.004885,-0.004526,-0.714609,0.699492,-13.905923,-570.817017,106.454262,-0.028497536607962736,-0.02904422917693319,0.11290386869610147,0.12001233439838972
194,1.94,-0.004922,-0.004547,-0.714657,0.699443,-13.88572,-570.826233,106.46067,-0.002266206202768909,-0.008223433987281873,-0.013705319645340719,0.016142996737830716
195,1.95,-0.005221,-0.004423,-0.714655,0.699444,-13.92648,-570.822876,106.485573,-0.059547365748354245,-0.025391354755481717,0.0008166845798407429,0.0647400697990815
196,1.96,-0.004565,-0.004412,-0.714971,0.699125,-13.912042,-570.856323,106.478798,0.08958217385971606,0.09534928776742174,-0.09036865661986582,0.15900612142451062
197,1.97,-0.005097,-0.004505,-0.715358,0.698725,-14.052623,-570.863342,106.499878,-0.061795141496523515,-0.0890762875666356,-0.11092545106794471,0.1551053842194278
198,1.98,-0.004709,-0.004452,-0.715092,0.699001,-13.919356,-570.854004,106.482185,0.04715926367865886,0.06289575216376647,0.07636433630309192,0.10959645819993878
199,1.99,-0.004915,-0.004154,-0.715086,0.699006,-13.858727,-570.890442,106.501526,-0.07140828193239711,0.01219747192577076,0.0020179722524438226,0.0724706372397008
200,2.0,-0.005149,-0.004313,-0.714721,0.699378,-13.893652,-570.845642,106.485825,-0.009304829873681315,-0.05574416422500783,0.10426796759603896,0.1185993287111332
201,2.01,-0.005379,-0.004063,-0.714735,0.699363,-13.884507,-570.853882,106.495338,-0.06793492823080867,0.0020932111779906927,-0.003646571619564387,0.06806492115133464
202,2.02,-0.004384,-0.004406,-0.715042,0.699054,-13.874065,-570.870605,106.491165,0.1876221341492251,0.09433512358117949,-0.0882890318590901,0.22780722971495362
203,2.03,-0.004963,-0.004544,-0.714747,0.69935,-13.904943,-570.842285,106.520042,-0.06069583254701598,-0.10209361743502808,0.08396392386393892,0.1454545678903712
204,2.04,-0.006131,-0.004003,-0.714688,0.699405,-13.932685,-570.841614,106.542465,-0.24059570789115703,-0.09130385971405607,0.017713031916199995,0.25794658546682747
205,2.05,-0.005073,-0.004468,-0.714711,0.699388,-13.895624,-570.838135,106.493393,0.21442071655918218,0.08619786549082589,-0.007064416499746873,0.23120601567738142
206,2.06,-0.005867,-0.004015,-0.71476,0.699333,-13.909529,-570.853455,106.506554,-0.17591520889338974,-0.0501309833209335,-0.013546690313903653,0.18341970730319432
207,2.07,-0.004345,-0.004786,-0.714688,0.699414,-13.86766,-570.815979,106.44532,0.3232458654765751,0.10971636951088463,0.019522652631143167,0.34191622548821127
208,2.08,-0.005931,-0.004083,-0.714534,0.699564,-13.936401,-570.817383,106.515381,-0.32206131115049697,-0.12835159800987633,0.045111591675939255,0.3496179007934273
209,2.09,-0.007036,-0.003713,-0.714619,0.699469,-13.974777,-570.840088,106.566063,-0.20766115993961204,-0.10612097686619089,-0.02412748537428122,0.23445032443779196
210,2.1,-0.005639,-0.004044,-0.714886,0.699207,-13.920513,-570.870789,106.518044,0.24217232709884864,0.1535407804015969,-0.0763008350503358,0.29672213380228596
211,2.11,-0.005226,-0.004476,-0.715129,0.698958,-13.964289,-570.880432,106.493469,0.11904330632323676,-0.0012892371984403808,-0.07040403783664662,0.13831015673704442
212,2.12,-0.006118,-0.004088,-0.714614,0.69948,-13.952682,-570.835693,106.491295,-0.17918161174680272,-0.07341090414935379,0.1478562937715755,0.2436322935164261
213,2.13,-0.005356,-0.004364,-0.714695,0.699402,-13.932735,-570.822876,106.47187,0.14588582122296048,0.0703312370448561,-0.023440286080600448,0.16364169013334504
214,2.14,-0.005916,-0.003828,-0.714967,0.699122,-13.936301,-570.877319,106.514038,-0.15548575372358475,-0.005022966046831778,-0.07700750124499667,0.1735834238828611
215,2.15,-0.005063,-0.004285,-0.715035,0.699057,-13.947905,-570.861328,106.488022,0.1844893416350358,0.05810434872601418,-0.01999642169498994,0.19445382330622119
216,2.16,-0.006701,-0.00334,-0.714941,0.699145,-13.957368,-570.908325,106.538284,-0.36398299243152515,-0.1021434532706639,0.02808755836457566,0.3790854979557349
217,2.17,-0.004194,-0.004757,-0.715006,0.69909,-13.910528,-570.851562,106.444557,0.5530481609590183,0.1603840131720908,-0.020526964619993482,0.5762001876933468
218,2.18,-0.004803,-0.004551,-0.714777,0.699322,-13.891128,-570.851379,106.464363,-0.1141948327033516,-0.05825652999303186,0.0659467355693999,0.14416398660981816
219,2.19,-0.004238,-0.004617,-0.715044,0.699052,-13.885221,-570.849487,106.454407,0.08795596474316536,0.07154940175197656,-0.07651933513900255,0.13678734325617148
220,2.2,-0.005657,-0.004265,-0.715045,0.699042,-13.973374,-570.859558,106.508553,-0.248739434746199,-0.15372460053006132,3.876139689218405e-05,0.2924082090305117
221,2.21,-0.005239,-0.004223,-0.714996,0.699096,-13.91748,-570.867249,106.507591,0.052536451024196795,0.06564036971574905,0.014264069248581812,0.08527719797323545
222,2.22,-0.005941,-0.004133,-0.714758,0.699334,-13.94218,-570.858643,106.519051,-0.11057265957435825,-0.08785010725547966,0.06799801768854197,0.15674082046396678
223,2.23,-0.004156,-0.004897,-0.714897,0.6992,-13.92436,-570.834534,106.458977,0.3586033176126769,0.14836483794597238,-0.04098028521715147,0.39024075686431337
224,2.24,-0.005167,-0.004424,-0.715145,0.698943,-13.979981,-570.858643,106.501366,-0.2094640506784092,-0.07845343840892491,-0.07004270980689453,0.2343845381459344
225,2.25,-0.004753,-0.004077,-0.71513,0.698963,-13.885069,-570.885376,106.502396,0.008275360035098125,0.1077228795018776,0.00494969317609284,0.1081535936269526
226,2.26,-0.004762,-0.00435,-0.71482,0.699278,-13.879734,-570.837891,106.488678,0.03834020907664184,-0.039488481219353104,0.08813679315876621,0.10391056774632189
227,2.27,-0.005016,-0.004518,-0.714691,0.699408,-13.908588,-570.821655,106.510239,-0.011269332336644958,-0.059818377295979726,0.03668768201592343,0.07107195034146345
228,2.28,-0.005407,-0.004345,-0.714639,0.69946,-13.929251,-570.819641,106.522392,-0.07932279495563724,-0.03169447237092596,0.015233478193354966,0.08676810610076077
229,2.29,-0.004843,-0.004161,-0.71507,0.699024,-13.894169,-570.887756,106.514809,0.05175429856419528,0.10643851439014326,-0.12290100472834853,0.17062333289644224
230,2.3,-0.005648,-0.004123,-0.714794,0.6993,-13.913498,-570.867676,106.516678,-0.11748035889872395,-0.10985131875731,0.07876470567080851,0.17908887687151934
231,2.31,-0.005467,-0.004107,-0.715291,0.698793,-14.012858,-570.876831,106.506325,0.022044791547771916,0.028256649167398423,-0.14212174765564356,0.14657080955377363
232,2.32,-0.004486,-0.004726,-0.714867,0.69923,-13.887338,-570.819031,106.478485,0.22648235763594288,0.05372488424509152,0.12029150145612677,0.26201272264921216
233,2.33,-0.005044,-0.004425,-0.7148,0.699297,-13.87175,-570.832092,106.505356,-0.12094560629026348,-0.03768229074160197,0.019746376263718446,0.12820964898166748
234,2.34,-0.004923,-0.004583,-0.715168,0.69892,-13.95881,-570.880005,106.516937,0.03880466919441655,-0.004762031725684141,-0.10563065295154939,0.11263353914538596
235,2.35,-0.004812,-0.004689,-0.714841,0.699254,-13.919762,-570.856201,106.504135,0.03130619167129112,0.0010438065158928367,0.09327654417357056,0.09839553273378979
236,2.36,-0.004648,-0.004623,-0.714848,0.699249,-13.932558,-570.844788,106.469948,0.013488261782956031,0.032679005710004906,-0.0017840785088152344,0.03539821402621469
237,2.37,-0.006043,-0.003969,-0.714748,0.699345,-13.940768,-570.850952,106.501488,-0.28841085802490873,-0.10798501005179423,0.02960783394333477,0.3093835956436059
238,2.38,-0.005485,-0.00407,-0.714909,0.699184,-13.894888,-570.863708,106.500992,0.09216241609431132,0.06570588410822874,-0.04609879904541314,0.12221404755679416
239,2.39,-0.005896,-0.003922,-0.714842,0.699251,-13.920696,-570.865723,106.515198,-0.0785061555307524,-0.03808861563894782,0.019445746621737925,0.08939852436806223
240,2.4,-0.005037,-0.004411,-0.714862,0.699233,-13.952121,-570.835266,106.477592,0.1900059095822879,0.054432559359631184,-0.006620861989514726,0.1977599175973649
241,2.41,-0.005999,-0.004236,-0.715032,0.699054,-14.014362,-570.884827,106.523972,-0.15988285916757639,-0.11305292228307312,-0.04834099851940277,0.20169368862261045
242,2.42,-0.004575,-0.004555,-0.715511,0.698572,-14.040828,-570.885193,106.469627,0.24372530164881567,0.15920768714476505,-0.13748749036990304,0.32195018297557426
243,2.43,-0.004761,-0.004502,-0.715323,0.698763,-14.041096,-570.8573,106.468079,-0.033225259199479246,-0.019210163380796105,0.05381676386383427,0.06609986610247526
244,2.44,-0.004793,-0.0044,-0.714846,0.699251,-13.887315,-570.841858,106.464691,-0.018170519291261546,0.00966189980395795,0.13660353708618844,0.13814501953958924
245,2.45,-0.004683,-0.004454,-0.714761,0.699339,-13.887634,-570.827087,106.457161,0.023263025019050736,0.00817066350824961,0.02432000204702911,0.03463221873876293
246,2.46,-0.005437,-0.004059,-0.714888,0.699206,-13.939241,-570.860535,106.482941,-0.16216413862077256,-0.052537705682751276,-0.03573423278422361,0.17416760251465144
247,2.47,-0.005092,-0.004686,-0.714659,0.699438,-13.933638,-570.832764,106.477562,0.13833043060241834,-0.03841386028285345,0.06423260546287723,0.15727924305842367
248,2.48,-0.00518,-0.004482,-0.715281,0.698803,-14.057579,-570.877625,106.498741,-0.04269785358988615,0.01599740798443241,-0.1774816992734185,0.18324512910411533
249,2.49,-0.00472,-0.004621,-0.715329,0.698757,-14.078452,-570.845764,106.480156,0.0840840038506139,0.04638762178657708,-0.01384544187659209,0.09702384974490892
250,2.5,-0.004765,-0.004703,-0.714574,0.699528,-13.916162,-570.790039,106.474556,0.006868174842341972,-0.017897730413837538,0.2157801331615694,0.21663002203493403
251,2.51,-0.005336,-0.004321,-0.714828,0.699266,-13.906703,-570.832825,106.48185,-0.13496819009243413,-0.02816479524985118,-0.07207859302461594,0.155579534646115
252,2.52,-0.005449,-0.004248,-0.714739,0.699357,-13.912902,-570.850464,106.495293,-0.026065885202513055,-0.005962170957112944,0.025632378172968373,0.037040473332754474
253,2.53,-0.005721,-0.004017,-0.714683,0.699413,-13.927826,-570.842773,106.517342,-0.0709573920383468,-0.006584962725857645,0.0163207184430747,0.07310731201106149
254,2.54,-0.005405,-0.004205,-0.71487,0.699224,-13.924936,-570.856689,106.520622,0.07070851343579376,0.01893216512522224,-0.053642063255077144,0.09075016087528553
255,2.55,-0.004454,-0.004684,-0.71499,0.699105,-13.902273,-570.854919,106.488449,0.20124734206946743,0.06901223874628228,-0.03511286332319452,0.21562953173800764
256,2.56,-0.005511,-0.004271,-0.715147,0.698939,-13.966415,-570.879517,106.523705,-0.20714393704051948,-0.0934184732536144,-0.044331470347258595,0.23151868404263368
257,2.57,-0.005145,-0.004421,-0.714935,0.699159,-13.878922,-570.862183,106.493332,0.07304028459120554,0.031334833152565994,0.06062348567467124,0.09995980170653859
258,2.58,-0.005266,-0.004318,-0.714728,0.69937,-13.88325,-570.849304,106.493141,-0.03124712501988095,-0.002925185087906349,0.059328347624432176,0.06711774997459351
259,2.59,-0.005497,-0.004327,-0.714644,0.699454,-13.906317,-570.842957,106.491547,-0.03086334506195885,-0.034295195622104785,0.023946837988442216,0.05198228121982215
260,2.6,-0.005237,-0.004308,-0.714754,0.699343,-13.908387,-570.844604,106.49041,0.03343872032566504,0.039844272221133646,-0.03145718790044105,0.06078872195114404
261,2.61,-0.005802,-0.003868,-0.715048,0.69904,-13.92975,-570.894287,106.530403,-0.14249484873939167,-0.01917815596700744,-0.08348783896521272,0.16626124875820664
262,2.62,-0.004632,-0.004839,-0.7147,0.699399,-13.910988,-570.812073,106.464775,0.30312361272664445,0.03144158117455876,0.09796181354019273,0.32010781704184077
263,2.63,-0.004297,-0.00472,-0.714806,0.699294,-13.878344,-570.837646,106.457359,0.02965000854830927,0.06452716330025386,-0.03004992447208643,0.07710950506435987
264,2.64,-0.004964,-0.004172,-0.715067,0.699026,-13.874688,-570.887756,106.479698,-0.17210520285438927,-0.018741180333642967,-0.0737161245520479,0.18816349196595403
265,2.65,-0.006083,-0.003892,-0.714753,0.69934,-13.913028,-570.868225,106.501404,-0.1959119666022033,-0.12093623706461112,0.09001668887028691,0.247204523357605
266,2.66,-0.00494,-0.004368,-0.715039,0.699053,-13.928699,-570.866455,106.481178,0.2273418470396151,0.09693992485063588,-0.08249789172352084,0.26055242578847054
267,2.67,-0.005284,-0.004615,-0.71481,0.699283,-13.953658,-570.830688,106.490028,-0.012344633915180227,-0.08375328317200975,0.06496494861203406,0.10671198141143709
268,2.68,-0.005014,-0.004489,-0.714818,0.699278,-13.908788,-570.846558,106.495178,0.01973541132700516,0.05622553757233129,-0.0019497169214233168,0.05962045732479252
269,2.69,-0.004832,-0.004521,-0.71468,0.69942,-13.916161,-570.82605,106.471092,0.030294857303810128,0.02153310352868698,0.03940542638145583,0.05416863072793796
270,2.7,-0.004668,-0.004576,-0.71469,0.699411,-13.880093,-570.834045,106.459236,0.030784717947149234,0.015749410991518914,-0.0028867049450931326,0.0346997964130243
271,2.71,-0.005295,-0.004372,-0.714695,0.699403,-13.893526,-570.841675,106.471611,-0.11687748221055295,-0.06108878258113759,-0.0010786297017340019,0.13188384528499725
272,2.72,-0.005601,-0.004023,-0.71473,0.699367,-13.935388,-570.861023,106.506889,-0.09275783858957806,0.005084578491229043,-0.00940446111016291,0.09337190930368862
273,2.73,-0.005034,-0.004251,-0.715443,0.69864,-14.014419,-570.901672,106.512192,0.11051180317380475,0.04937298847922395,-0.20436302078992163,0.23751798857871226
274,2.74,-0.005255,-0.004285,-0.714887,0.699207,-13.936552,-570.858887,106.521606,-0.024971311598359983,-0.036451054084814506,0.15897368501506248,0.16499963113323848
275,2.75,-0.004987,-0.004831,-0.714951,0.69914,-13.973659,-570.842651,106.5187,0.11541790741644688,-0.038025621740352206,-0.01933286021681413,0.12304877384718112
276,2.76,-0.005011,-0.004518,-0.715008,0.699083,-13.932052,-570.856262,106.509499,-0.04822375670575033,0.040336200105001684,-0.015785271207158225,0.06482063357303504
